"category","cp_origin","month","exp_in","exp_out","exp_total","exp_in_per","exp_out_per"
"es_otherservices","28006",mar 2013,10077.66,35332.82,45410.48,22.19,77.81
"es_otherservices","28006",mar 2013,10077.66,35332.82,45410.48,22.19,77.81
"es_otherservices","28006",mar 2013,10077.66,35332.82,45410.48,22.19,77.81
"es_otherservices","28006",mar 2013,10077.66,35332.82,45410.48,22.19,77.81
"es_otherservices","28006",abr 2013,16110.43,61634.18,77744.61,20.72,79.28
"es_otherservices","28006",abr 2013,16110.43,61634.18,77744.61,20.72,79.28
"es_otherservices","28006",abr 2013,16110.43,61634.18,77744.61,20.72,79.28
"es_otherservices","28006",abr 2013,16110.43,61634.18,77744.61,20.72,79.28
"es_otherservices","28006",abr 2013,16110.43,61634.18,77744.61,20.72,79.28
"es_otherservices","28006",abr 2013,16110.43,61634.18,77744.61,20.72,79.28
"es_otherservices","28006",abr 2013,16110.43,61634.18,77744.61,20.72,79.28
"es_otherservices","28006",abr 2013,16110.43,61634.18,77744.61,20.72,79.28
"es_otherservices","28007",nov 2012,23917.23,40752.65,64669.88,36.98,63.02
"es_otherservices","28007",nov 2012,23917.23,40752.65,64669.88,36.98,63.02
"es_otherservices","28007",nov 2012,23917.23,40752.65,64669.88,36.98,63.02
"es_otherservices","28007",nov 2012,23917.23,40752.65,64669.88,36.98,63.02
"es_otherservices","28007",nov 2012,23917.23,40752.65,64669.88,36.98,63.02
"es_otherservices","28007",nov 2012,23917.23,40752.65,64669.88,36.98,63.02
"es_otherservices","28007",nov 2012,23917.23,40752.65,64669.88,36.98,63.02
"es_otherservices","28007",nov 2012,23917.23,40752.65,64669.88,36.98,63.02
"es_otherservices","28007",dic 2012,25040.76,47679.24,72720,34.43,65.57
"es_otherservices","28007",dic 2012,25040.76,47679.24,72720,34.43,65.57
"es_otherservices","28007",dic 2012,25040.76,47679.24,72720,34.43,65.57
"es_otherservices","28007",dic 2012,25040.76,47679.24,72720,34.43,65.57
"es_otherservices","28007",dic 2012,25040.76,47679.24,72720,34.43,65.57
"es_otherservices","28007",dic 2012,25040.76,47679.24,72720,34.43,65.57
"es_otherservices","28007",dic 2012,25040.76,47679.24,72720,34.43,65.57
"es_otherservices","28007",dic 2012,25040.76,47679.24,72720,34.43,65.57
"es_otherservices","28007",ene 2013,18642.06,53195.05,71837.11,25.95,74.05
"es_otherservices","28007",ene 2013,18642.06,53195.05,71837.11,25.95,74.05
"es_otherservices","28007",ene 2013,18642.06,53195.05,71837.11,25.95,74.05
"es_otherservices","28007",ene 2013,18642.06,53195.05,71837.11,25.95,74.05
"es_otherservices","28007",ene 2013,18642.06,53195.05,71837.11,25.95,74.05
"es_otherservices","28007",ene 2013,18642.06,53195.05,71837.11,25.95,74.05
"es_otherservices","28007",ene 2013,18642.06,53195.05,71837.11,25.95,74.05
"es_otherservices","28007",ene 2013,18642.06,53195.05,71837.11,25.95,74.05
"es_otherservices","28007",feb 2013,18547.15,37457.21,56004.36,33.12,66.88
"es_otherservices","28007",feb 2013,18547.15,37457.21,56004.36,33.12,66.88
"es_otherservices","28007",feb 2013,18547.15,37457.21,56004.36,33.12,66.88
"es_otherservices","28007",feb 2013,18547.15,37457.21,56004.36,33.12,66.88
"es_otherservices","28007",feb 2013,18547.15,37457.21,56004.36,33.12,66.88
"es_otherservices","28007",feb 2013,18547.15,37457.21,56004.36,33.12,66.88
"es_otherservices","28007",feb 2013,18547.15,37457.21,56004.36,33.12,66.88
"es_otherservices","28007",feb 2013,18547.15,37457.21,56004.36,33.12,66.88
"es_otherservices","28007",mar 2013,17109.01,43620.61,60729.62,28.17,71.83
"es_otherservices","28007",mar 2013,17109.01,43620.61,60729.62,28.17,71.83
"es_otherservices","28007",mar 2013,17109.01,43620.61,60729.62,28.17,71.83
"es_otherservices","28007",mar 2013,17109.01,43620.61,60729.62,28.17,71.83
"es_otherservices","28007",mar 2013,17109.01,43620.61,60729.62,28.17,71.83
"es_otherservices","28007",mar 2013,17109.01,43620.61,60729.62,28.17,71.83
"es_otherservices","28007",mar 2013,17109.01,43620.61,60729.62,28.17,71.83
"es_otherservices","28007",mar 2013,17109.01,43620.61,60729.62,28.17,71.83
"es_otherservices","28007",abr 2013,21221.63,44942.12,66163.75,32.07,67.93
"es_otherservices","28007",abr 2013,21221.63,44942.12,66163.75,32.07,67.93
"es_otherservices","28007",abr 2013,21221.63,44942.12,66163.75,32.07,67.93
"es_otherservices","28007",abr 2013,21221.63,44942.12,66163.75,32.07,67.93
"es_otherservices","28007",abr 2013,21221.63,44942.12,66163.75,32.07,67.93
"es_otherservices","28007",abr 2013,21221.63,44942.12,66163.75,32.07,67.93
"es_otherservices","28007",abr 2013,21221.63,44942.12,66163.75,32.07,67.93
"es_otherservices","28007",abr 2013,21221.63,44942.12,66163.75,32.07,67.93
"es_otherservices","28008",nov 2012,6441.36,23191.07,29632.43,21.74,78.26
"es_otherservices","28008",nov 2012,6441.36,23191.07,29632.43,21.74,78.26
"es_otherservices","28008",nov 2012,6441.36,23191.07,29632.43,21.74,78.26
"es_otherservices","28008",nov 2012,6441.36,23191.07,29632.43,21.74,78.26
"es_otherservices","28008",nov 2012,6441.36,23191.07,29632.43,21.74,78.26
"es_otherservices","28008",nov 2012,6441.36,23191.07,29632.43,21.74,78.26
"es_otherservices","28008",nov 2012,6441.36,23191.07,29632.43,21.74,78.26
"es_otherservices","28008",nov 2012,6441.36,23191.07,29632.43,21.74,78.26
"es_otherservices","28008",dic 2012,6312.52,22932.55,29245.07,21.58,78.42
"es_otherservices","28008",dic 2012,6312.52,22932.55,29245.07,21.58,78.42
"es_otherservices","28008",dic 2012,6312.52,22932.55,29245.07,21.58,78.42
"es_otherservices","28008",dic 2012,6312.52,22932.55,29245.07,21.58,78.42
"es_otherservices","28008",dic 2012,6312.52,22932.55,29245.07,21.58,78.42
"es_otherservices","28008",dic 2012,6312.52,22932.55,29245.07,21.58,78.42
"es_otherservices","28008",dic 2012,6312.52,22932.55,29245.07,21.58,78.42
"es_otherservices","28008",dic 2012,6312.52,22932.55,29245.07,21.58,78.42
"es_otherservices","28008",ene 2013,5674.43,24017.83,29692.26,19.11,80.89
"es_otherservices","28008",ene 2013,5674.43,24017.83,29692.26,19.11,80.89
"es_otherservices","28008",ene 2013,5674.43,24017.83,29692.26,19.11,80.89
"es_otherservices","28008",ene 2013,5674.43,24017.83,29692.26,19.11,80.89
"es_otherservices","28008",ene 2013,5674.43,24017.83,29692.26,19.11,80.89
"es_otherservices","28008",ene 2013,5674.43,24017.83,29692.26,19.11,80.89
"es_otherservices","28008",ene 2013,5674.43,24017.83,29692.26,19.11,80.89
"es_otherservices","28008",ene 2013,5674.43,24017.83,29692.26,19.11,80.89
"es_otherservices","28008",feb 2013,4985.28,18976.41,23961.69,20.81,79.19
"es_otherservices","28008",feb 2013,4985.28,18976.41,23961.69,20.81,79.19
"es_otherservices","28008",feb 2013,4985.28,18976.41,23961.69,20.81,79.19
"es_otherservices","28008",feb 2013,4985.28,18976.41,23961.69,20.81,79.19
"es_otherservices","28008",feb 2013,4985.28,18976.41,23961.69,20.81,79.19
"es_otherservices","28008",feb 2013,4985.28,18976.41,23961.69,20.81,79.19
"es_otherservices","28008",feb 2013,4985.28,18976.41,23961.69,20.81,79.19
"es_otherservices","28008",feb 2013,4985.28,18976.41,23961.69,20.81,79.19
"es_otherservices","28008",mar 2013,4610.53,19161.43,23771.96,19.39,80.61
"es_otherservices","28008",mar 2013,4610.53,19161.43,23771.96,19.39,80.61
"es_otherservices","28008",mar 2013,4610.53,19161.43,23771.96,19.39,80.61
"es_otherservices","28008",mar 2013,4610.53,19161.43,23771.96,19.39,80.61
"es_otherservices","28008",mar 2013,4610.53,19161.43,23771.96,19.39,80.61
"es_otherservices","28008",mar 2013,4610.53,19161.43,23771.96,19.39,80.61
"es_otherservices","28008",mar 2013,4610.53,19161.43,23771.96,19.39,80.61
"es_otherservices","28008",mar 2013,4610.53,19161.43,23771.96,19.39,80.61
"es_otherservices","28008",abr 2013,5011.56,22230.38,27241.94,18.4,81.6
"es_otherservices","28008",abr 2013,5011.56,22230.38,27241.94,18.4,81.6
"es_otherservices","28008",abr 2013,5011.56,22230.38,27241.94,18.4,81.6
"es_otherservices","28008",abr 2013,5011.56,22230.38,27241.94,18.4,81.6
"es_otherservices","28008",abr 2013,5011.56,22230.38,27241.94,18.4,81.6
"es_otherservices","28008",abr 2013,5011.56,22230.38,27241.94,18.4,81.6
"es_otherservices","28008",abr 2013,5011.56,22230.38,27241.94,18.4,81.6
"es_otherservices","28008",abr 2013,5011.56,22230.38,27241.94,18.4,81.6
"es_otherservices","28009",nov 2012,12914.12,25010.92,37925.04,34.05,65.95
"es_otherservices","28009",nov 2012,12914.12,25010.92,37925.04,34.05,65.95
"es_otherservices","28009",nov 2012,12914.12,25010.92,37925.04,34.05,65.95
"es_otherservices","28009",nov 2012,12914.12,25010.92,37925.04,34.05,65.95
"es_otherservices","28009",nov 2012,12914.12,25010.92,37925.04,34.05,65.95
"es_otherservices","28009",nov 2012,12914.12,25010.92,37925.04,34.05,65.95
"es_otherservices","28009",nov 2012,12914.12,25010.92,37925.04,34.05,65.95
"es_otherservices","28009",nov 2012,12914.12,25010.92,37925.04,34.05,65.95
"es_otherservices","28009",dic 2012,15548.6,39974.66,55523.26,28,72
"es_otherservices","28009",dic 2012,15548.6,39974.66,55523.26,28,72
"es_otherservices","28009",dic 2012,15548.6,39974.66,55523.26,28,72
"es_otherservices","28009",dic 2012,15548.6,39974.66,55523.26,28,72
"es_otherservices","28009",dic 2012,15548.6,39974.66,55523.26,28,72
"es_otherservices","28009",dic 2012,15548.6,39974.66,55523.26,28,72
"es_otherservices","28009",dic 2012,15548.6,39974.66,55523.26,28,72
"es_otherservices","28009",dic 2012,15548.6,39974.66,55523.26,28,72
"es_otherservices","28009",ene 2013,9303.51,28005.88,37309.39,24.94,75.06
"es_otherservices","28009",ene 2013,9303.51,28005.88,37309.39,24.94,75.06
"es_otherservices","28009",ene 2013,9303.51,28005.88,37309.39,24.94,75.06
"es_otherservices","28009",ene 2013,9303.51,28005.88,37309.39,24.94,75.06
"es_otherservices","28009",ene 2013,9303.51,28005.88,37309.39,24.94,75.06
"es_otherservices","28009",ene 2013,9303.51,28005.88,37309.39,24.94,75.06
"es_otherservices","28009",ene 2013,9303.51,28005.88,37309.39,24.94,75.06
"es_otherservices","28009",ene 2013,9303.51,28005.88,37309.39,24.94,75.06
"es_otherservices","28009",feb 2013,9198.85,28146.86,37345.71,24.63,75.37
"es_otherservices","28009",feb 2013,9198.85,28146.86,37345.71,24.63,75.37
"es_otherservices","28009",feb 2013,9198.85,28146.86,37345.71,24.63,75.37
"es_otherservices","28009",feb 2013,9198.85,28146.86,37345.71,24.63,75.37
"es_otherservices","28009",feb 2013,9198.85,28146.86,37345.71,24.63,75.37
"es_otherservices","28009",feb 2013,9198.85,28146.86,37345.71,24.63,75.37
"es_otherservices","28009",feb 2013,9198.85,28146.86,37345.71,24.63,75.37
"es_otherservices","28009",feb 2013,9198.85,28146.86,37345.71,24.63,75.37
"es_otherservices","28009",mar 2013,12879.86,22948.48,35828.34,35.95,64.05
"es_otherservices","28009",mar 2013,12879.86,22948.48,35828.34,35.95,64.05
"es_otherservices","28009",mar 2013,12879.86,22948.48,35828.34,35.95,64.05
"es_otherservices","28009",mar 2013,12879.86,22948.48,35828.34,35.95,64.05
"es_otherservices","28009",mar 2013,12879.86,22948.48,35828.34,35.95,64.05
"es_otherservices","28009",mar 2013,12879.86,22948.48,35828.34,35.95,64.05
"es_otherservices","28009",mar 2013,12879.86,22948.48,35828.34,35.95,64.05
"es_otherservices","28009",mar 2013,12879.86,22948.48,35828.34,35.95,64.05
"es_otherservices","28009",abr 2013,14155.18,28938.47,43093.65,32.85,67.15
"es_otherservices","28009",abr 2013,14155.18,28938.47,43093.65,32.85,67.15
"es_otherservices","28009",abr 2013,14155.18,28938.47,43093.65,32.85,67.15
"es_otherservices","28009",abr 2013,14155.18,28938.47,43093.65,32.85,67.15
"es_otherservices","28009",abr 2013,14155.18,28938.47,43093.65,32.85,67.15
"es_otherservices","28009",abr 2013,14155.18,28938.47,43093.65,32.85,67.15
"es_otherservices","28009",abr 2013,14155.18,28938.47,43093.65,32.85,67.15
"es_otherservices","28009",abr 2013,14155.18,28938.47,43093.65,32.85,67.15
"es_otherservices","28010",nov 2012,18265.44,30575.12,48840.56,37.4,62.6
"es_otherservices","28010",nov 2012,18265.44,30575.12,48840.56,37.4,62.6
"es_otherservices","28010",nov 2012,18265.44,30575.12,48840.56,37.4,62.6
"es_otherservices","28010",nov 2012,18265.44,30575.12,48840.56,37.4,62.6
"es_otherservices","28010",nov 2012,18265.44,30575.12,48840.56,37.4,62.6
"es_otherservices","28010",nov 2012,18265.44,30575.12,48840.56,37.4,62.6
"es_otherservices","28010",nov 2012,18265.44,30575.12,48840.56,37.4,62.6
"es_otherservices","28010",nov 2012,18265.44,30575.12,48840.56,37.4,62.6
"es_otherservices","28010",dic 2012,17478.04,36241.87,53719.91,32.54,67.46
"es_otherservices","28010",dic 2012,17478.04,36241.87,53719.91,32.54,67.46
"es_otherservices","28010",dic 2012,17478.04,36241.87,53719.91,32.54,67.46
"es_otherservices","28010",dic 2012,17478.04,36241.87,53719.91,32.54,67.46
"es_otherservices","28010",dic 2012,17478.04,36241.87,53719.91,32.54,67.46
"es_otherservices","28010",dic 2012,17478.04,36241.87,53719.91,32.54,67.46
"es_otherservices","28010",dic 2012,17478.04,36241.87,53719.91,32.54,67.46
"es_otherservices","28010",dic 2012,17478.04,36241.87,53719.91,32.54,67.46
"es_otherservices","28010",ene 2013,16683.9,29821.96,46505.86,35.87,64.13
"es_otherservices","28010",ene 2013,16683.9,29821.96,46505.86,35.87,64.13
"es_otherservices","28010",ene 2013,16683.9,29821.96,46505.86,35.87,64.13
"es_otherservices","28010",ene 2013,16683.9,29821.96,46505.86,35.87,64.13
"es_otherservices","28010",ene 2013,16683.9,29821.96,46505.86,35.87,64.13
"es_otherservices","28010",ene 2013,16683.9,29821.96,46505.86,35.87,64.13
"es_otherservices","28010",ene 2013,16683.9,29821.96,46505.86,35.87,64.13
"es_otherservices","28010",ene 2013,16683.9,29821.96,46505.86,35.87,64.13
"es_otherservices","28010",feb 2013,12125.16,24133.92,36259.08,33.44,66.56
"es_otherservices","28010",feb 2013,12125.16,24133.92,36259.08,33.44,66.56
"es_otherservices","28010",feb 2013,12125.16,24133.92,36259.08,33.44,66.56
"es_otherservices","28010",feb 2013,12125.16,24133.92,36259.08,33.44,66.56
"es_otherservices","28010",feb 2013,12125.16,24133.92,36259.08,33.44,66.56
"es_otherservices","28010",feb 2013,12125.16,24133.92,36259.08,33.44,66.56
"es_otherservices","28010",feb 2013,12125.16,24133.92,36259.08,33.44,66.56
"es_otherservices","28010",feb 2013,12125.16,24133.92,36259.08,33.44,66.56
"es_otherservices","28010",mar 2013,16181.34,26758.66,42940,37.68,62.32
"es_otherservices","28010",mar 2013,16181.34,26758.66,42940,37.68,62.32
"es_otherservices","28010",mar 2013,16181.34,26758.66,42940,37.68,62.32
"es_otherservices","28010",mar 2013,16181.34,26758.66,42940,37.68,62.32
"es_otherservices","28010",mar 2013,16181.34,26758.66,42940,37.68,62.32
"es_otherservices","28010",mar 2013,16181.34,26758.66,42940,37.68,62.32
"es_otherservices","28010",mar 2013,16181.34,26758.66,42940,37.68,62.32
"es_otherservices","28010",mar 2013,16181.34,26758.66,42940,37.68,62.32
"es_otherservices","28010",abr 2013,17454.64,30900.83,48355.47,36.1,63.9
"es_otherservices","28010",abr 2013,17454.64,30900.83,48355.47,36.1,63.9
"es_otherservices","28010",abr 2013,17454.64,30900.83,48355.47,36.1,63.9
"es_otherservices","28010",abr 2013,17454.64,30900.83,48355.47,36.1,63.9
"es_otherservices","28010",abr 2013,17454.64,30900.83,48355.47,36.1,63.9
"es_otherservices","28010",abr 2013,17454.64,30900.83,48355.47,36.1,63.9
"es_otherservices","28010",abr 2013,17454.64,30900.83,48355.47,36.1,63.9
"es_otherservices","28010",abr 2013,17454.64,30900.83,48355.47,36.1,63.9
"es_otherservices","28011",nov 2012,12540.21,19237.87,31778.08,39.46,60.54
"es_otherservices","28011",nov 2012,12540.21,19237.87,31778.08,39.46,60.54
"es_otherservices","28011",nov 2012,12540.21,19237.87,31778.08,39.46,60.54
"es_otherservices","28011",nov 2012,12540.21,19237.87,31778.08,39.46,60.54
"es_otherservices","28011",nov 2012,12540.21,19237.87,31778.08,39.46,60.54
"es_otherservices","28011",nov 2012,12540.21,19237.87,31778.08,39.46,60.54
"es_otherservices","28011",nov 2012,12540.21,19237.87,31778.08,39.46,60.54
"es_otherservices","28011",nov 2012,12540.21,19237.87,31778.08,39.46,60.54
"es_otherservices","28011",dic 2012,12549.45,30307.33,42856.78,29.28,70.72
"es_otherservices","28011",dic 2012,12549.45,30307.33,42856.78,29.28,70.72
"es_otherservices","28011",dic 2012,12549.45,30307.33,42856.78,29.28,70.72
"es_otherservices","28011",dic 2012,12549.45,30307.33,42856.78,29.28,70.72
"es_otherservices","28011",dic 2012,12549.45,30307.33,42856.78,29.28,70.72
"es_otherservices","28011",dic 2012,12549.45,30307.33,42856.78,29.28,70.72
"es_otherservices","28011",dic 2012,12549.45,30307.33,42856.78,29.28,70.72
"es_otherservices","28011",dic 2012,12549.45,30307.33,42856.78,29.28,70.72
"es_otherservices","28011",ene 2013,10416.33,18545.6,28961.93,35.97,64.03
"es_otherservices","28011",ene 2013,10416.33,18545.6,28961.93,35.97,64.03
"es_otherservices","28011",ene 2013,10416.33,18545.6,28961.93,35.97,64.03
"es_otherservices","28011",ene 2013,10416.33,18545.6,28961.93,35.97,64.03
"es_otherservices","28011",ene 2013,10416.33,18545.6,28961.93,35.97,64.03
"es_otherservices","28011",ene 2013,10416.33,18545.6,28961.93,35.97,64.03
"es_otherservices","28011",ene 2013,10416.33,18545.6,28961.93,35.97,64.03
"es_otherservices","28011",ene 2013,10416.33,18545.6,28961.93,35.97,64.03
"es_otherservices","28011",feb 2013,10449.7,17930.09,28379.79,36.82,63.18
"es_otherservices","28011",feb 2013,10449.7,17930.09,28379.79,36.82,63.18
"es_otherservices","28011",feb 2013,10449.7,17930.09,28379.79,36.82,63.18
"es_otherservices","28011",feb 2013,10449.7,17930.09,28379.79,36.82,63.18
"es_otherservices","28011",feb 2013,10449.7,17930.09,28379.79,36.82,63.18
"es_otherservices","28011",feb 2013,10449.7,17930.09,28379.79,36.82,63.18
"es_otherservices","28011",feb 2013,10449.7,17930.09,28379.79,36.82,63.18
"es_otherservices","28011",feb 2013,10449.7,17930.09,28379.79,36.82,63.18
"es_otherservices","28011",mar 2013,9322.36,24527.32,33849.68,27.54,72.46
"es_otherservices","28011",mar 2013,9322.36,24527.32,33849.68,27.54,72.46
"es_otherservices","28011",mar 2013,9322.36,24527.32,33849.68,27.54,72.46
"es_otherservices","28011",mar 2013,9322.36,24527.32,33849.68,27.54,72.46
"es_otherservices","28011",mar 2013,9322.36,24527.32,33849.68,27.54,72.46
"es_otherservices","28011",mar 2013,9322.36,24527.32,33849.68,27.54,72.46
"es_otherservices","28011",mar 2013,9322.36,24527.32,33849.68,27.54,72.46
"es_otherservices","28011",mar 2013,9322.36,24527.32,33849.68,27.54,72.46
"es_otherservices","28011",abr 2013,12817.9,21693.94,34511.84,37.14,62.86
"es_otherservices","28011",abr 2013,12817.9,21693.94,34511.84,37.14,62.86
"es_otherservices","28011",abr 2013,12817.9,21693.94,34511.84,37.14,62.86
"es_otherservices","28011",abr 2013,12817.9,21693.94,34511.84,37.14,62.86
"es_otherservices","28011",abr 2013,12817.9,21693.94,34511.84,37.14,62.86
"es_otherservices","28011",abr 2013,12817.9,21693.94,34511.84,37.14,62.86
"es_otherservices","28011",abr 2013,12817.9,21693.94,34511.84,37.14,62.86
"es_otherservices","28011",abr 2013,12817.9,21693.94,34511.84,37.14,62.86
"es_otherservices","28012",nov 2012,5880.65,20921.86,26802.51,21.94,78.06
"es_otherservices","28012",nov 2012,5880.65,20921.86,26802.51,21.94,78.06
"es_otherservices","28012",nov 2012,5880.65,20921.86,26802.51,21.94,78.06
"es_otherservices","28012",nov 2012,5880.65,20921.86,26802.51,21.94,78.06
"es_otherservices","28012",nov 2012,5880.65,20921.86,26802.51,21.94,78.06
"es_otherservices","28012",nov 2012,5880.65,20921.86,26802.51,21.94,78.06
"es_otherservices","28012",nov 2012,5880.65,20921.86,26802.51,21.94,78.06
"es_otherservices","28012",nov 2012,5880.65,20921.86,26802.51,21.94,78.06
"es_otherservices","28012",dic 2012,6669.95,23598.82,30268.77,22.04,77.96
"es_otherservices","28012",dic 2012,6669.95,23598.82,30268.77,22.04,77.96
"es_otherservices","28012",dic 2012,6669.95,23598.82,30268.77,22.04,77.96
"es_otherservices","28012",dic 2012,6669.95,23598.82,30268.77,22.04,77.96
